<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.12.02	00:00:00	1.10227	1.10260	1.10206	1.10209	623	0	2
2019.12.02	01:00:00	1.10209	1.10213	1.10170	1.10184	652	0	0
2019.12.02	02:00:00	1.10184	1.10196	1.10153	1.10195	968	0	0
2019.12.02	03:00:00	1.10195	1.10208	1.10176	1.10183	610	0	0
2019.12.02	04:00:00	1.10184	1.10212	1.10168	1.10168	586	0	0
2019.12.02	05:00:00	1.10168	1.10188	1.10167	1.10179	465	0	0
2019.12.02	06:00:00	1.10179	1.10206	1.10179	1.10186	320	0	0
2019.12.02	07:00:00	1.10186	1.10204	1.10182	1.10191	474	0	0
2019.12.02	08:00:00	1.10191	1.10192	1.10162	1.10168	637	0	0
2019.12.02	09:00:00	1.10168	1.10228	1.10160	1.10172	2013	0	0
2019.12.02	10:00:00	1.10172	1.10212	1.10132	1.10134	2386	0	0
2019.12.02	11:00:00	1.10134	1.10170	1.10110	1.10143	1746	0	0
2019.12.02	12:00:00	1.10143	1.10168	1.10116	1.10116	1218	0	0
2019.12.02	13:00:00	1.10116	1.10155	1.10076	1.10082	1679	0	0
2019.12.02	14:00:00	1.10082	1.10192	1.10030	1.10190	1886	0	0
2019.12.02	15:00:00	1.10191	1.10368	1.10191	1.10327	2567	0	0
2019.12.02	16:00:00	1.10328	1.10464	1.10327	1.10445	2610	0	0
2019.12.02	17:00:00	1.10447	1.10767	1.10447	1.10708	5674	0	0
2019.12.02	18:00:00	1.10708	1.10897	1.10708	1.10758	3252	0	0
2019.12.02	19:00:00	1.10758	1.10780	1.10702	1.10750	2521	0	0
2019.12.02	20:00:00	1.10750	1.10790	1.10702	1.10786	1412	0	0
2019.12.02	21:00:00	1.10786	1.10824	1.10728	1.10784	1217	0	0
2019.12.02	22:00:00	1.10784	1.10850	1.10780	1.10849	1103	0	0
2019.12.02	23:00:00	1.10848	1.10848	1.10772	1.10784	905	0	0
2019.12.03	00:00:00	1.10787	1.10825	1.10754	1.10761	707	0	2
2019.12.03	01:00:00	1.10761	1.10780	1.10748	1.10760	797	0	0
2019.12.03	02:00:00	1.10760	1.10780	1.10726	1.10736	935	0	0
2019.12.03	03:00:00	1.10736	1.10742	1.10714	1.10723	625	0	0
2019.12.03	04:00:00	1.10724	1.10732	1.10714	1.10727	614	0	0
2019.12.03	05:00:00	1.10727	1.10767	1.10716	1.10762	675	0	0
2019.12.03	06:00:00	1.10762	1.10782	1.10740	1.10740	520	0	0
2019.12.03	07:00:00	1.10740	1.10752	1.10716	1.10733	594	0	0
2019.12.03	08:00:00	1.10734	1.10787	1.10720	1.10786	691	0	0
2019.12.03	09:00:00	1.10787	1.10826	1.10748	1.10766	1517	0	0
2019.12.03	10:00:00	1.10766	1.10852	1.10760	1.10844	2412	0	0
2019.12.03	11:00:00	1.10844	1.10868	1.10764	1.10837	2419	0	0
2019.12.03	12:00:00	1.10837	1.10860	1.10660	1.10728	3728	0	0
2019.12.03	13:00:00	1.10728	1.10781	1.10718	1.10750	2096	0	0
2019.12.03	14:00:00	1.10750	1.10779	1.10714	1.10736	2030	0	0
2019.12.03	15:00:00	1.10736	1.10746	1.10690	1.10724	1830	0	0
2019.12.03	16:00:00	1.10724	1.10878	1.10700	1.10822	3469	0	0
2019.12.03	17:00:00	1.10822	1.10875	1.10756	1.10822	3283	0	0
2019.12.03	18:00:00	1.10822	1.10928	1.10782	1.10890	2870	0	0
2019.12.03	19:00:00	1.10889	1.10935	1.10849	1.10884	1352	0	0
2019.12.03	20:00:00	1.10882	1.10906	1.10824	1.10826	1316	0	0
2019.12.03	21:00:00	1.10826	1.10842	1.10802	1.10812	1236	0	0
2019.12.03	22:00:00	1.10812	1.10833	1.10806	1.10808	894	0	0
2019.12.03	23:00:00	1.10808	1.10820	1.10792	1.10818	588	0	0
2019.12.04	00:00:00	1.10812	1.10825	1.10804	1.10816	616	0	2
2019.12.04	01:00:00	1.10816	1.10833	1.10810	1.10819	646	0	0
2019.12.04	02:00:00	1.10819	1.10844	1.10808	1.10818	1172	0	0
2019.12.04	03:00:00	1.10818	1.10824	1.10768	1.10792	1329	0	0
2019.12.04	04:00:00	1.10792	1.10811	1.10782	1.10798	776	0	0
2019.12.04	05:00:00	1.10798	1.10813	1.10784	1.10791	590	0	0
2019.12.04	06:00:00	1.10791	1.10792	1.10738	1.10750	692	0	0
2019.12.04	07:00:00	1.10750	1.10756	1.10738	1.10752	531	0	0
2019.12.04	08:00:00	1.10752	1.10772	1.10742	1.10753	563	0	0
2019.12.04	09:00:00	1.10753	1.10789	1.10732	1.10777	1592	0	0
2019.12.04	10:00:00	1.10778	1.10878	1.10748	1.10839	2897	0	0
2019.12.04	11:00:00	1.10842	1.10878	1.10668	1.10725	4364	0	0
2019.12.04	12:00:00	1.10725	1.10774	1.10714	1.10742	2013	0	0
2019.12.04	13:00:00	1.10742	1.10762	1.10674	1.10688	1649	0	0
2019.12.04	14:00:00	1.10688	1.10811	1.10688	1.10782	1815	0	0
2019.12.04	15:00:00	1.10782	1.11078	1.10762	1.11072	3918	0	0
2019.12.04	16:00:00	1.11072	1.11092	1.10994	1.10999	2818	0	0
2019.12.04	17:00:00	1.11022	1.11162	1.10812	1.10880	5451	0	0
2019.12.04	18:00:00	1.10880	1.10912	1.10684	1.10754	2941	0	0
2019.12.04	19:00:00	1.10754	1.10804	1.10740	1.10778	1720	0	0
2019.12.04	20:00:00	1.10778	1.10778	1.10716	1.10730	1258	0	0
2019.12.04	21:00:00	1.10730	1.10747	1.10672	1.10745	1144	0	0
2019.12.04	22:00:00	1.10746	1.10800	1.10728	1.10794	1146	0	0
2019.12.04	23:00:00	1.10792	1.10804	1.10751	1.10774	745	0	0
2019.12.05	00:00:00	1.10773	1.10808	1.10772	1.10778	455	0	2
2019.12.05	01:00:00	1.10779	1.10833	1.10778	1.10826	707	0	0
2019.12.05	02:00:00	1.10826	1.10854	1.10800	1.10823	1011	0	0
2019.12.05	03:00:00	1.10822	1.10847	1.10805	1.10842	919	0	0
2019.12.05	04:00:00	1.10842	1.10843	1.10812	1.10828	786	0	0
2019.12.05	05:00:00	1.10828	1.10868	1.10827	1.10852	482	0	0
2019.12.05	06:00:00	1.10852	1.10852	1.10828	1.10832	404	0	0
2019.12.05	07:00:00	1.10832	1.10853	1.10816	1.10832	479	0	0
2019.12.05	08:00:00	1.10832	1.10839	1.10806	1.10824	663	0	0
2019.12.05	09:00:00	1.10824	1.10853	1.10798	1.10798	2305	0	0
2019.12.05	10:00:00	1.10798	1.10912	1.10793	1.10892	2314	0	0
2019.12.05	11:00:00	1.10892	1.10930	1.10891	1.10922	1322	0	0
2019.12.05	12:00:00	1.10922	1.10923	1.10848	1.10888	1539	0	0
2019.12.05	13:00:00	1.10888	1.10970	1.10846	1.10906	1722	0	0
2019.12.05	14:00:00	1.10906	1.11008	1.10904	1.10964	1590	0	0
2019.12.05	15:00:00	1.10965	1.10978	1.10890	1.10928	2358	0	0
2019.12.05	16:00:00	1.10928	1.11044	1.10916	1.11000	2356	0	0
2019.12.05	17:00:00	1.11000	1.11038	1.10902	1.10928	2701	0	0
2019.12.05	18:00:00	1.10928	1.11047	1.10912	1.11034	2749	0	0
2019.12.05	19:00:00	1.11034	1.11078	1.11010	1.11048	1472	0	0
2019.12.05	20:00:00	1.11047	1.11048	1.10992	1.11009	1454	0	0
2019.12.05	21:00:00	1.11009	1.11012	1.10961	1.11002	1032	0	0
2019.12.05	22:00:00	1.11001	1.11046	1.10961	1.11029	1384	0	0
2019.12.05	23:00:00	1.11024	1.11082	1.11019	1.11040	910	0	0
2019.12.06	00:00:00	1.11041	1.11058	1.11032	1.11040	461	0	3
2019.12.06	01:00:00	1.11040	1.11059	1.11040	1.11040	362	0	0
2019.12.06	02:00:00	1.11040	1.11056	1.11030	1.11031	678	0	0
2019.12.06	03:00:00	1.11031	1.11072	1.11031	1.11066	588	0	0
2019.12.06	04:00:00	1.11066	1.11086	1.11065	1.11077	587	0	0
2019.12.06	05:00:00	1.11076	1.11090	1.11068	1.11076	489	0	0
2019.12.06	06:00:00	1.11076	1.11079	1.11061	1.11072	366	0	0
2019.12.06	07:00:00	1.11072	1.11076	1.11060	1.11064	444	0	0
2019.12.06	08:00:00	1.11064	1.11066	1.11030	1.11044	956	0	0
2019.12.06	09:00:00	1.11043	1.11072	1.11014	1.11070	1243	0	0
2019.12.06	10:00:00	1.11070	1.11097	1.11054	1.11075	1692	0	0
2019.12.06	11:00:00	1.11075	1.11089	1.10952	1.10966	1500	0	0
2019.12.06	12:00:00	1.10966	1.11015	1.10925	1.10937	1517	0	0
2019.12.06	13:00:00	1.10936	1.10976	1.10908	1.10934	1182	0	0
2019.12.06	14:00:00	1.10934	1.10970	1.10884	1.10898	1446	0	0
2019.12.06	15:00:00	1.10900	1.10977	1.10691	1.10781	5071	0	0
2019.12.06	16:00:00	1.10781	1.10791	1.10569	1.10573	3326	0	0
2019.12.06	17:00:00	1.10575	1.10656	1.10398	1.10504	4189	0	0
2019.12.06	18:00:00	1.10504	1.10532	1.10460	1.10515	1932	0	0
2019.12.06	19:00:00	1.10515	1.10557	1.10496	1.10548	1086	0	0
2019.12.06	20:00:00	1.10548	1.10567	1.10504	1.10524	970	0	0
2019.12.06	21:00:00	1.10524	1.10572	1.10522	1.10558	849	0	0
2019.12.06	22:00:00	1.10560	1.10602	1.10539	1.10598	741	0	0
2019.12.06	23:00:00	1.10600	1.10608	1.10568	1.10601	767	0	0
2019.12.09	00:00:00	1.10492	1.10586	1.10492	1.10574	432	0	3
2019.12.09	01:00:00	1.10576	1.10607	1.10573	1.10584	576	0	0
2019.12.09	02:00:00	1.10584	1.10598	1.10544	1.10565	797	0	0
2019.12.09	03:00:00	1.10564	1.10588	1.10550	1.10572	699	0	0
2019.12.09	04:00:00	1.10572	1.10572	1.10540	1.10542	606	0	0
2019.12.09	05:00:00	1.10542	1.10552	1.10534	1.10546	393	0	0
2019.12.09	06:00:00	1.10546	1.10572	1.10546	1.10568	403	0	0
2019.12.09	07:00:00	1.10568	1.10600	1.10560	1.10590	443	0	0
2019.12.09	08:00:00	1.10590	1.10638	1.10586	1.10618	1074	0	0
2019.12.09	09:00:00	1.10616	1.10658	1.10612	1.10656	1365	0	0
2019.12.09	10:00:00	1.10656	1.10693	1.10616	1.10638	1631	0	0
2019.12.09	11:00:00	1.10638	1.10692	1.10637	1.10654	1285	0	0
2019.12.09	12:00:00	1.10654	1.10740	1.10610	1.10706	1263	0	0
2019.12.09	13:00:00	1.10706	1.10747	1.10686	1.10733	1342	0	0
2019.12.09	14:00:00	1.10733	1.10780	1.10715	1.10779	1288	0	0
2019.12.09	15:00:00	1.10779	1.10780	1.10704	1.10752	1617	0	0
2019.12.09	16:00:00	1.10752	1.10770	1.10684	1.10724	1540	0	0
2019.12.09	17:00:00	1.10724	1.10756	1.10656	1.10691	2012	0	0
2019.12.09	18:00:00	1.10692	1.10748	1.10664	1.10668	1748	0	0
2019.12.09	19:00:00	1.10669	1.10676	1.10552	1.10568	1374	0	0
2019.12.09	20:00:00	1.10568	1.10617	1.10556	1.10613	999	0	0
2019.12.09	21:00:00	1.10613	1.10652	1.10606	1.10640	996	0	0
2019.12.09	22:00:00	1.10641	1.10654	1.10621	1.10650	789	0	0
2019.12.09	23:00:00	1.10650	1.10658	1.10630	1.10641	516	0	0
2019.12.10	00:00:00	1.10634	1.10658	1.10631	1.10647	530	0	2
2019.12.10	01:00:00	1.10649	1.10655	1.10629	1.10645	545	0	0
2019.12.10	02:00:00	1.10645	1.10655	1.10630	1.10643	746	0	0
2019.12.10	03:00:00	1.10643	1.10684	1.10632	1.10678	673	0	0
2019.12.10	04:00:00	1.10678	1.10710	1.10671	1.10700	582	0	0
2019.12.10	05:00:00	1.10700	1.10704	1.10672	1.10676	625	0	0
2019.12.10	06:00:00	1.10676	1.10692	1.10665	1.10668	533	0	0
2019.12.10	07:00:00	1.10668	1.10687	1.10658	1.10672	499	0	0
2019.12.10	08:00:00	1.10672	1.10674	1.10652	1.10652	477	0	0
2019.12.10	09:00:00	1.10652	1.10724	1.10652	1.10702	1048	0	0
2019.12.10	10:00:00	1.10702	1.10758	1.10694	1.10737	1769	0	0
2019.12.10	11:00:00	1.10736	1.10782	1.10724	1.10770	2062	0	0
2019.12.10	12:00:00	1.10769	1.10798	1.10699	1.10768	2082	0	0
2019.12.10	13:00:00	1.10768	1.10845	1.10758	1.10842	1798	0	0
2019.12.10	14:00:00	1.10841	1.10848	1.10739	1.10758	1402	0	0
2019.12.10	15:00:00	1.10758	1.10814	1.10742	1.10786	2237	0	0
2019.12.10	16:00:00	1.10786	1.10844	1.10745	1.10806	2547	0	0
2019.12.10	17:00:00	1.10806	1.10912	1.10740	1.10899	2684	0	0
2019.12.10	18:00:00	1.10898	1.10968	1.10886	1.10897	2657	0	0
2019.12.10	19:00:00	1.10897	1.10908	1.10848	1.10868	1585	0	0
2019.12.10	20:00:00	1.10868	1.10943	1.10846	1.10901	1180	0	0
2019.12.10	21:00:00	1.10901	1.10978	1.10897	1.10958	1390	0	0
2019.12.10	22:00:00	1.10957	1.10967	1.10918	1.10958	1149	0	0
2019.12.10	23:00:00	1.10958	1.10969	1.10930	1.10935	884	0	0
2019.12.11	00:00:00	1.10923	1.10937	1.10867	1.10933	858	0	2
2019.12.11	01:00:00	1.10933	1.10960	1.10915	1.10924	884	0	0
2019.12.11	02:00:00	1.10924	1.10936	1.10904	1.10918	870	0	0
2019.12.11	03:00:00	1.10918	1.10960	1.10910	1.10954	861	0	0
2019.12.11	04:00:00	1.10954	1.10956	1.10915	1.10930	522	0	0
2019.12.11	05:00:00	1.10930	1.10942	1.10917	1.10925	412	0	0
2019.12.11	06:00:00	1.10926	1.10926	1.10894	1.10897	430	0	0
2019.12.11	07:00:00	1.10898	1.10910	1.10881	1.10896	539	0	0
2019.12.11	08:00:00	1.10896	1.10902	1.10856	1.10862	923	0	0
2019.12.11	09:00:00	1.10863	1.10874	1.10828	1.10841	1245	0	0
2019.12.11	10:00:00	1.10842	1.10856	1.10794	1.10844	2223	0	0
2019.12.11	11:00:00	1.10842	1.10872	1.10820	1.10838	1917	0	0
2019.12.11	12:00:00	1.10837	1.10871	1.10786	1.10823	2240	0	0
2019.12.11	13:00:00	1.10822	1.10854	1.10798	1.10819	1337	0	0
2019.12.11	14:00:00	1.10819	1.10819	1.10704	1.10726	1491	0	0
2019.12.11	15:00:00	1.10726	1.10906	1.10726	1.10854	2452	0	0
2019.12.11	16:00:00	1.10854	1.10976	1.10854	1.10910	2686	0	0
2019.12.11	17:00:00	1.10910	1.10950	1.10832	1.10844	2469	0	0
2019.12.11	18:00:00	1.10844	1.10960	1.10844	1.10914	2009	0	0
2019.12.11	19:00:00	1.10914	1.10961	1.10898	1.10924	1505	0	0
2019.12.11	20:00:00	1.10924	1.11021	1.10906	1.10975	1346	0	0
2019.12.11	21:00:00	1.10975	1.11415	1.10879	1.11394	6441	0	0
2019.12.11	22:00:00	1.11394	1.11449	1.11336	1.11388	3318	0	0
2019.12.11	23:00:00	1.11388	1.11395	1.11284	1.11300	1204	0	0
2019.12.12	00:00:00	1.11294	1.11347	1.11283	1.11328	536	0	2
2019.12.12	01:00:00	1.11329	1.11342	1.11315	1.11328	568	0	0
2019.12.12	02:00:00	1.11328	1.11380	1.11316	1.11380	994	0	0
2019.12.12	03:00:00	1.11380	1.11404	1.11357	1.11400	871	0	0
2019.12.12	04:00:00	1.11400	1.11443	1.11374	1.11442	812	0	0
2019.12.12	05:00:00	1.11442	1.11442	1.11418	1.11436	592	0	0
2019.12.12	06:00:00	1.11436	1.11440	1.11416	1.11420	426	0	0
2019.12.12	07:00:00	1.11420	1.11441	1.11400	1.11400	629	0	0
2019.12.12	08:00:00	1.11400	1.11406	1.11362	1.11365	768	0	0
2019.12.12	09:00:00	1.11366	1.11419	1.11364	1.11378	1451	0	0
2019.12.12	10:00:00	1.11378	1.11394	1.11320	1.11357	1594	0	0
2019.12.12	11:00:00	1.11358	1.11358	1.11248	1.11277	1798	0	0
2019.12.12	12:00:00	1.11276	1.11332	1.11267	1.11289	1500	0	0
2019.12.12	13:00:00	1.11289	1.11362	1.11272	1.11324	2086	0	0
2019.12.12	14:00:00	1.11323	1.11368	1.11297	1.11320	1533	0	0
2019.12.12	15:00:00	1.11320	1.11543	1.11273	1.11387	5678	0	0
2019.12.12	16:00:00	1.11387	1.11484	1.11208	1.11250	6393	0	0
2019.12.12	17:00:00	1.11250	1.11364	1.11114	1.11173	5338	0	0
2019.12.12	18:00:00	1.11174	1.11216	1.11106	1.11144	3672	0	0
2019.12.12	19:00:00	1.11144	1.11172	1.11082	1.11102	2414	0	0
2019.12.12	20:00:00	1.11102	1.11135	1.11031	1.11101	2639	0	0
2019.12.12	21:00:00	1.11101	1.11155	1.11040	1.11131	3755	0	0
2019.12.12	22:00:00	1.11131	1.11351	1.11111	1.11322	3760	0	0
2019.12.12	23:00:00	1.11320	1.11349	1.11252	1.11320	1745	0	0
2019.12.13	00:00:00	1.11285	1.11992	1.11021	1.11832	4321	0	2
2019.12.13	01:00:00	1.11834	1.11934	1.11765	1.11834	3626	0	0
2019.12.13	02:00:00	1.11834	1.11834	1.11684	1.11700	2889	0	0
2019.12.13	03:00:00	1.11699	1.11820	1.11682	1.11770	2277	0	0
2019.12.13	04:00:00	1.11770	1.11813	1.11723	1.11738	1392	0	0
2019.12.13	05:00:00	1.11738	1.11778	1.11702	1.11776	1709	0	0
2019.12.13	06:00:00	1.11776	1.11779	1.11708	1.11710	1050	0	0
2019.12.13	07:00:00	1.11710	1.11760	1.11708	1.11747	1126	0	0
2019.12.13	08:00:00	1.11747	1.11748	1.11632	1.11670	1980	0	0
2019.12.13	09:00:00	1.11670	1.11680	1.11630	1.11656	3971	0	0
2019.12.13	10:00:00	1.11657	1.11810	1.11650	1.11774	4459	0	0
2019.12.13	11:00:00	1.11774	1.11819	1.11688	1.11803	3771	0	0
2019.12.13	12:00:00	1.11804	1.11851	1.11766	1.11796	2433	0	0
2019.12.13	13:00:00	1.11796	1.11862	1.11741	1.11754	2354	0	0
2019.12.13	14:00:00	1.11754	1.11835	1.11714	1.11714	2439	0	0
2019.12.13	15:00:00	1.11714	1.11769	1.11666	1.11698	3794	0	0
2019.12.13	16:00:00	1.11698	1.11730	1.11476	1.11528	6131	0	0
2019.12.13	17:00:00	1.11528	1.11680	1.11252	1.11356	9631	0	0
2019.12.13	18:00:00	1.11356	1.11389	1.11174	1.11276	4703	0	0
2019.12.13	19:00:00	1.11276	1.11288	1.11123	1.11157	2801	0	0
2019.12.13	20:00:00	1.11158	1.11214	1.11154	1.11193	1719	0	0
2019.12.13	21:00:00	1.11193	1.11228	1.11180	1.11208	1314	0	0
2019.12.13	22:00:00	1.11210	1.11217	1.11122	1.11167	1269	0	0
2019.12.13	23:00:00	1.11170	1.11198	1.11148	1.11187	1040	0	0
2019.12.16	00:00:00	1.11247	1.11303	1.11243	1.11286	583	0	3
2019.12.16	01:00:00	1.11286	1.11296	1.11226	1.11242	1573	0	0
2019.12.16	02:00:00	1.11243	1.11275	1.11230	1.11256	1060	0	0
2019.12.16	03:00:00	1.11256	1.11292	1.11250	1.11281	771	0	0
2019.12.16	04:00:00	1.11281	1.11322	1.11281	1.11294	815	0	0
2019.12.16	05:00:00	1.11294	1.11326	1.11287	1.11326	632	0	0
2019.12.16	06:00:00	1.11326	1.11329	1.11299	1.11328	462	0	0
2019.12.16	07:00:00	1.11328	1.11366	1.11322	1.11350	779	0	0
2019.12.16	08:00:00	1.11350	1.11435	1.11340	1.11429	1149	0	0
2019.12.16	09:00:00	1.11428	1.11506	1.11396	1.11455	2471	0	0
2019.12.16	10:00:00	1.11456	1.11462	1.11272	1.11314	4065	0	0
2019.12.16	11:00:00	1.11314	1.11348	1.11262	1.11348	2744	0	0
2019.12.16	12:00:00	1.11348	1.11439	1.11334	1.11386	1771	0	0
2019.12.16	13:00:00	1.11386	1.11446	1.11370	1.11446	1306	0	0
2019.12.16	14:00:00	1.11446	1.11468	1.11416	1.11446	1481	0	0
2019.12.16	15:00:00	1.11447	1.11546	1.11424	1.11536	2351	0	0
2019.12.16	16:00:00	1.11535	1.11535	1.11448	1.11503	1897	0	0
2019.12.16	17:00:00	1.11503	1.11580	1.11356	1.11368	2259	0	0
2019.12.16	18:00:00	1.11368	1.11464	1.11350	1.11388	2598	0	0
2019.12.16	19:00:00	1.11388	1.11458	1.11379	1.11428	1404	0	0
2019.12.16	20:00:00	1.11428	1.11478	1.11416	1.11460	1117	0	0
2019.12.16	21:00:00	1.11460	1.11480	1.11435	1.11474	1112	0	0
2019.12.16	22:00:00	1.11474	1.11476	1.11440	1.11445	945	0	0
2019.12.16	23:00:00	1.11444	1.11452	1.11413	1.11440	687	0	0
2019.12.17	00:00:00	1.11430	1.11571	1.11380	1.11387	979	0	2
2019.12.17	01:00:00	1.11387	1.11410	1.11344	1.11357	1479	0	0
2019.12.17	02:00:00	1.11357	1.11386	1.11342	1.11372	1205	0	0
2019.12.17	03:00:00	1.11372	1.11404	1.11368	1.11392	898	0	0
2019.12.17	04:00:00	1.11391	1.11447	1.11391	1.11442	605	0	0
2019.12.17	05:00:00	1.11442	1.11478	1.11442	1.11468	571	0	0
2019.12.17	06:00:00	1.11468	1.11492	1.11452	1.11473	623	0	0
2019.12.17	07:00:00	1.11473	1.11494	1.11466	1.11474	621	0	0
2019.12.17	08:00:00	1.11474	1.11482	1.11418	1.11460	1073	0	0
2019.12.17	09:00:00	1.11460	1.11464	1.11402	1.11424	1636	0	0
2019.12.17	10:00:00	1.11424	1.11443	1.11293	1.11381	3393	0	0
2019.12.17	11:00:00	1.11380	1.11520	1.11351	1.11500	2879	0	0
2019.12.17	12:00:00	1.11500	1.11600	1.11456	1.11595	2536	0	0
2019.12.17	13:00:00	1.11594	1.11669	1.11558	1.11608	2135	0	0
2019.12.17	14:00:00	1.11608	1.11746	1.11587	1.11696	2098	0	0
2019.12.17	15:00:00	1.11698	1.11718	1.11446	1.11461	3692	0	0
2019.12.17	16:00:00	1.11461	1.11538	1.11461	1.11504	2623	0	0
2019.12.17	17:00:00	1.11504	1.11578	1.11504	1.11558	2391	0	0
2019.12.17	18:00:00	1.11558	1.11572	1.11460	1.11476	2612	0	0
2019.12.17	19:00:00	1.11476	1.11552	1.11466	1.11517	1623	0	0
2019.12.17	20:00:00	1.11516	1.11538	1.11490	1.11502	985	0	0
2019.12.17	21:00:00	1.11502	1.11530	1.11462	1.11474	937	0	0
2019.12.17	22:00:00	1.11474	1.11495	1.11456	1.11464	792	0	0
2019.12.17	23:00:00	1.11464	1.11510	1.11457	1.11508	808	0	0
2019.12.18	00:00:00	1.11490	1.11542	1.11485	1.11525	781	0	2
2019.12.18	01:00:00	1.11525	1.11532	1.11504	1.11514	392	0	0
2019.12.18	02:00:00	1.11514	1.11514	1.11458	1.11472	740	0	0
2019.12.18	03:00:00	1.11472	1.11474	1.11390	1.11409	1063	0	0
2019.12.18	04:00:00	1.11409	1.11422	1.11342	1.11368	1061	0	0
2019.12.18	05:00:00	1.11368	1.11368	1.11308	1.11336	860	0	0
2019.12.18	06:00:00	1.11336	1.11344	1.11313	1.11313	644	0	0
2019.12.18	07:00:00	1.11313	1.11351	1.11292	1.11350	622	0	0
2019.12.18	08:00:00	1.11350	1.11388	1.11344	1.11384	931	0	0
2019.12.18	09:00:00	1.11385	1.11400	1.11298	1.11308	1973	0	0
2019.12.18	10:00:00	1.11308	1.11354	1.11276	1.11288	2360	0	0
2019.12.18	11:00:00	1.11285	1.11426	1.11264	1.11330	2296	0	0
2019.12.18	12:00:00	1.11331	1.11366	1.11320	1.11336	1256	0	0
2019.12.18	13:00:00	1.11336	1.11366	1.11231	1.11278	2152	0	0
2019.12.18	14:00:00	1.11278	1.11280	1.11200	1.11222	2069	0	0
2019.12.18	15:00:00	1.11223	1.11230	1.11103	1.11173	2543	0	0
2019.12.18	16:00:00	1.11173	1.11246	1.11156	1.11156	2191	0	0
2019.12.18	17:00:00	1.11156	1.11342	1.11148	1.11256	2776	0	0
2019.12.18	18:00:00	1.11257	1.11282	1.11114	1.11120	2568	0	0
2019.12.18	19:00:00	1.11120	1.11186	1.11118	1.11181	1399	0	0
2019.12.18	20:00:00	1.11181	1.11198	1.11144	1.11157	978	0	0
2019.12.18	21:00:00	1.11156	1.11206	1.11150	1.11154	919	0	0
2019.12.18	22:00:00	1.11154	1.11194	1.11146	1.11194	912	0	0
2019.12.18	23:00:00	1.11194	1.11196	1.11127	1.11134	993	0	0
2019.12.19	00:00:00	1.11131	1.11167	1.11121	1.11158	600	0	3
2019.12.19	01:00:00	1.11159	1.11175	1.11139	1.11155	601	0	0
2019.12.19	02:00:00	1.11154	1.11211	1.11144	1.11167	1048	0	0
2019.12.19	03:00:00	1.11167	1.11247	1.11162	1.11235	1092	0	0
2019.12.19	04:00:00	1.11235	1.11271	1.11230	1.11266	573	0	0
2019.12.19	05:00:00	1.11266	1.11325	1.11264	1.11299	824	0	0
2019.12.19	06:00:00	1.11299	1.11299	1.11256	1.11258	550	0	0
2019.12.19	07:00:00	1.11258	1.11290	1.11255	1.11268	736	0	0
2019.12.19	08:00:00	1.11268	1.11302	1.11247	1.11302	755	0	0
2019.12.19	09:00:00	1.11302	1.11317	1.11259	1.11263	1772	0	0
2019.12.19	10:00:00	1.11264	1.11309	1.11243	1.11292	2030	0	0
2019.12.19	11:00:00	1.11292	1.11392	1.11282	1.11364	2060	0	0
2019.12.19	12:00:00	1.11364	1.11443	1.11314	1.11440	1751	0	0
2019.12.19	13:00:00	1.11440	1.11441	1.11250	1.11269	2136	0	0
2019.12.19	14:00:00	1.11269	1.11326	1.11138	1.11160	3080	0	0
2019.12.19	15:00:00	1.11162	1.11244	1.11100	1.11150	3776	0	0
2019.12.19	16:00:00	1.11150	1.11244	1.11100	1.11224	2659	0	0
2019.12.19	17:00:00	1.11224	1.11272	1.11072	1.11152	3381	0	0
2019.12.19	18:00:00	1.11152	1.11288	1.11123	1.11276	3179	0	0
2019.12.19	19:00:00	1.11275	1.11306	1.11226	1.11251	1513	0	0
2019.12.19	20:00:00	1.11251	1.11294	1.11248	1.11274	1363	0	0
2019.12.19	21:00:00	1.11274	1.11280	1.11232	1.11241	1013	0	0
2019.12.19	22:00:00	1.11240	1.11268	1.11229	1.11238	891	0	0
2019.12.19	23:00:00	1.11238	1.11240	1.11175	1.11202	647	0	0
2019.12.20	00:00:00	1.11218	1.11245	1.11201	1.11236	558	0	2
2019.12.20	01:00:00	1.11237	1.11248	1.11211	1.11232	792	0	0
2019.12.20	02:00:00	1.11232	1.11233	1.11175	1.11198	838	0	0
2019.12.20	03:00:00	1.11198	1.11204	1.11160	1.11185	1013	0	0
2019.12.20	04:00:00	1.11184	1.11184	1.11144	1.11158	754	0	0
2019.12.20	05:00:00	1.11158	1.11170	1.11144	1.11156	557	0	0
2019.12.20	06:00:00	1.11156	1.11177	1.11138	1.11158	553	0	0
2019.12.20	07:00:00	1.11158	1.11202	1.11154	1.11195	556	0	0
2019.12.20	08:00:00	1.11195	1.11195	1.11148	1.11168	882	0	0
2019.12.20	09:00:00	1.11168	1.11192	1.11151	1.11182	1488	0	0
2019.12.20	10:00:00	1.11180	1.11237	1.11157	1.11220	2175	0	0
2019.12.20	11:00:00	1.11222	1.11224	1.11150	1.11208	1942	0	0
2019.12.20	12:00:00	1.11206	1.11221	1.11118	1.11128	1772	0	0
2019.12.20	13:00:00	1.11128	1.11129	1.10900	1.10973	3052	0	0
2019.12.20	14:00:00	1.10973	1.11038	1.10948	1.11001	1865	0	0
