<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.12.02	20:00:00	1.10750	1.10768	1.10702	1.10720	719	0	0
2019.12.02	20:30:00	1.10720	1.10790	1.10714	1.10786	693	0	0
2019.12.02	21:00:00	1.10786	1.10824	1.10778	1.10784	611	0	0
2019.12.02	21:30:00	1.10784	1.10796	1.10728	1.10784	606	0	0
2019.12.02	22:00:00	1.10784	1.10825	1.10780	1.10816	579	0	0
2019.12.02	22:30:00	1.10816	1.10850	1.10802	1.10849	524	0	0
2019.12.02	23:00:00	1.10848	1.10848	1.10779	1.10791	530	0	0
2019.12.02	23:30:00	1.10792	1.10798	1.10772	1.10784	375	0	0
2019.12.03	00:00:00	1.10787	1.10825	1.10782	1.10795	253	0	2
2019.12.03	00:30:00	1.10795	1.10820	1.10754	1.10761	454	0	2
2019.12.03	01:00:00	1.10761	1.10780	1.10756	1.10774	455	0	0
2019.12.03	01:30:00	1.10774	1.10778	1.10748	1.10760	342	0	0
2019.12.03	02:00:00	1.10760	1.10780	1.10751	1.10756	522	0	0
2019.12.03	02:30:00	1.10755	1.10758	1.10726	1.10736	413	0	0
2019.12.03	03:00:00	1.10736	1.10742	1.10719	1.10732	356	0	0
2019.12.03	03:30:00	1.10732	1.10736	1.10714	1.10723	269	0	0
2019.12.03	04:00:00	1.10724	1.10732	1.10714	1.10722	285	0	0
2019.12.03	04:30:00	1.10722	1.10731	1.10716	1.10727	329	0	0
2019.12.03	05:00:00	1.10727	1.10742	1.10716	1.10735	255	0	0
2019.12.03	05:30:00	1.10735	1.10767	1.10731	1.10762	420	0	0
2019.12.03	06:00:00	1.10762	1.10782	1.10756	1.10768	277	0	0
2019.12.03	06:30:00	1.10767	1.10767	1.10740	1.10740	243	0	0
2019.12.03	07:00:00	1.10740	1.10752	1.10739	1.10742	197	0	0
2019.12.03	07:30:00	1.10742	1.10752	1.10716	1.10733	397	0	0
2019.12.03	08:00:00	1.10734	1.10752	1.10720	1.10751	299	0	0
2019.12.03	08:30:00	1.10751	1.10787	1.10743	1.10786	392	0	0
2019.12.03	09:00:00	1.10787	1.10826	1.10773	1.10793	618	0	0
2019.12.03	09:30:00	1.10793	1.10799	1.10748	1.10766	899	0	0
2019.12.03	10:00:00	1.10766	1.10852	1.10760	1.10836	1114	0	0
2019.12.03	10:30:00	1.10836	1.10848	1.10774	1.10844	1298	0	0
2019.12.03	11:00:00	1.10844	1.10868	1.10798	1.10798	1223	0	0
2019.12.03	11:30:00	1.10798	1.10842	1.10764	1.10837	1196	0	0
2019.12.03	12:00:00	1.10837	1.10860	1.10660	1.10675	2300	0	0
2019.12.03	12:30:00	1.10675	1.10746	1.10661	1.10728	1428	0	0
2019.12.03	13:00:00	1.10728	1.10780	1.10718	1.10732	1170	0	0
2019.12.03	13:30:00	1.10733	1.10781	1.10724	1.10750	926	0	0
2019.12.03	14:00:00	1.10750	1.10778	1.10726	1.10751	1101	0	0
2019.12.03	14:30:00	1.10750	1.10779	1.10714	1.10736	929	0	0
2019.12.03	15:00:00	1.10736	1.10746	1.10690	1.10727	952	0	0
2019.12.03	15:30:00	1.10727	1.10739	1.10697	1.10724	878	0	0
2019.12.03	16:00:00	1.10724	1.10818	1.10700	1.10818	1180	0	0
2019.12.03	16:30:00	1.10815	1.10878	1.10806	1.10822	2289	0	0
2019.12.03	17:00:00	1.10822	1.10875	1.10756	1.10801	1696	0	0
2019.12.03	17:30:00	1.10801	1.10840	1.10771	1.10822	1587	0	0
2019.12.03	18:00:00	1.10822	1.10924	1.10782	1.10906	1715	0	0
2019.12.03	18:30:00	1.10906	1.10928	1.10849	1.10890	1155	0	0
2019.12.03	19:00:00	1.10889	1.10935	1.10849	1.10859	718	0	0
2019.12.03	19:30:00	1.10860	1.10926	1.10854	1.10884	634	0	0
2019.12.03	20:00:00	1.10882	1.10906	1.10854	1.10856	769	0	0
2019.12.03	20:30:00	1.10856	1.10866	1.10824	1.10826	547	0	0
2019.12.03	21:00:00	1.10826	1.10840	1.10802	1.10836	644	0	0
2019.12.03	21:30:00	1.10836	1.10842	1.10806	1.10812	592	0	0
2019.12.03	22:00:00	1.10812	1.10830	1.10808	1.10816	450	0	0
2019.12.03	22:30:00	1.10816	1.10833	1.10806	1.10808	444	0	0
2019.12.03	23:00:00	1.10808	1.10814	1.10792	1.10798	232	0	0
2019.12.03	23:30:00	1.10798	1.10820	1.10792	1.10818	356	0	0
2019.12.04	00:00:00	1.10812	1.10825	1.10804	1.10816	200	0	2
2019.12.04	00:30:00	1.10816	1.10825	1.10813	1.10816	416	0	3
2019.12.04	01:00:00	1.10816	1.10829	1.10813	1.10823	325	0	0
2019.12.04	01:30:00	1.10823	1.10833	1.10810	1.10819	321	0	0
2019.12.04	02:00:00	1.10819	1.10844	1.10808	1.10818	543	0	0
2019.12.04	02:30:00	1.10818	1.10840	1.10813	1.10818	629	0	0
2019.12.04	03:00:00	1.10818	1.10824	1.10768	1.10769	790	0	0
2019.12.04	03:30:00	1.10768	1.10807	1.10768	1.10792	539	0	0
2019.12.04	04:00:00	1.10792	1.10811	1.10782	1.10799	423	0	0
2019.12.04	04:30:00	1.10799	1.10808	1.10792	1.10798	353	0	0
2019.12.04	05:00:00	1.10798	1.10813	1.10793	1.10806	340	0	0
2019.12.04	05:30:00	1.10807	1.10809	1.10784	1.10791	250	0	0
2019.12.04	06:00:00	1.10791	1.10792	1.10754	1.10759	351	0	0
2019.12.04	06:30:00	1.10759	1.10764	1.10738	1.10750	341	0	0
2019.12.04	07:00:00	1.10750	1.10756	1.10738	1.10748	293	0	0
2019.12.04	07:30:00	1.10748	1.10756	1.10738	1.10752	238	0	0
2019.12.04	08:00:00	1.10752	1.10772	1.10751	1.10763	271	0	0
2019.12.04	08:30:00	1.10763	1.10766	1.10742	1.10753	292	0	0
2019.12.04	09:00:00	1.10753	1.10789	1.10740	1.10762	682	0	0
2019.12.04	09:30:00	1.10762	1.10777	1.10732	1.10777	910	0	0
2019.12.04	10:00:00	1.10778	1.10859	1.10748	1.10841	1625	0	0
2019.12.04	10:30:00	1.10841	1.10878	1.10796	1.10839	1272	0	0
2019.12.04	11:00:00	1.10842	1.10878	1.10668	1.10695	2704	0	0
2019.12.04	11:30:00	1.10695	1.10749	1.10671	1.10725	1660	0	0
2019.12.04	12:00:00	1.10725	1.10760	1.10714	1.10752	1237	0	0
2019.12.04	12:30:00	1.10752	1.10774	1.10716	1.10742	776	0	0
2019.12.04	13:00:00	1.10742	1.10762	1.10700	1.10702	845	0	0
2019.12.04	13:30:00	1.10702	1.10723	1.10674	1.10688	804	0	0
2019.12.04	14:00:00	1.10688	1.10768	1.10688	1.10759	833	0	0
2019.12.04	14:30:00	1.10759	1.10811	1.10752	1.10782	982	0	0
2019.12.04	15:00:00	1.10782	1.10950	1.10762	1.10860	1995	0	0
2019.12.04	15:30:00	1.10860	1.11078	1.10860	1.11072	1923	0	0
2019.12.04	16:00:00	1.11072	1.11092	1.11030	1.11060	1284	0	0
2019.12.04	16:30:00	1.11060	1.11066	1.10994	1.10999	1534	0	0
2019.12.04	17:00:00	1.11022	1.11162	1.10842	1.10880	3354	0	0
2019.12.04	17:30:00	1.10881	1.10894	1.10812	1.10880	2097	0	0
2019.12.04	18:00:00	1.10880	1.10912	1.10846	1.10882	1441	0	0
2019.12.04	18:30:00	1.10882	1.10892	1.10684	1.10754	1500	0	0
2019.12.04	19:00:00	1.10754	1.10792	1.10740	1.10768	1029	0	0
2019.12.04	19:30:00	1.10768	1.10804	1.10754	1.10778	691	0	0
2019.12.04	20:00:00	1.10778	1.10778	1.10716	1.10758	652	0	0
2019.12.04	20:30:00	1.10758	1.10759	1.10719	1.10730	606	0	0
2019.12.04	21:00:00	1.10730	1.10732	1.10672	1.10728	579	0	0
2019.12.04	21:30:00	1.10728	1.10747	1.10685	1.10745	565	0	0
2019.12.04	22:00:00	1.10746	1.10796	1.10728	1.10788	599	0	0
2019.12.04	22:30:00	1.10790	1.10800	1.10770	1.10794	547	0	0
2019.12.04	23:00:00	1.10792	1.10804	1.10770	1.10787	358	0	0
2019.12.04	23:30:00	1.10786	1.10786	1.10751	1.10774	387	0	0
2019.12.05	00:00:00	1.10773	1.10808	1.10772	1.10790	196	0	2
2019.12.05	00:30:00	1.10789	1.10791	1.10773	1.10778	259	0	5
2019.12.05	01:00:00	1.10779	1.10826	1.10778	1.10816	439	0	0
2019.12.05	01:30:00	1.10816	1.10833	1.10813	1.10826	268	0	0
2019.12.05	02:00:00	1.10826	1.10854	1.10816	1.10842	457	0	0
2019.12.05	02:30:00	1.10842	1.10842	1.10800	1.10823	554	0	0
2019.12.05	03:00:00	1.10822	1.10838	1.10805	1.10820	507	0	0
2019.12.05	03:30:00	1.10821	1.10847	1.10816	1.10842	412	0	0
2019.12.05	04:00:00	1.10842	1.10842	1.10819	1.10838	320	0	0
2019.12.05	04:30:00	1.10838	1.10843	1.10812	1.10828	466	0	0
2019.12.05	05:00:00	1.10828	1.10855	1.10827	1.10854	248	0	0
2019.12.05	05:30:00	1.10854	1.10868	1.10848	1.10852	234	0	0
2019.12.05	06:00:00	1.10852	1.10852	1.10832	1.10836	262	0	0
2019.12.05	06:30:00	1.10837	1.10838	1.10828	1.10832	142	0	0
2019.12.05	07:00:00	1.10832	1.10838	1.10816	1.10838	216	0	0
2019.12.05	07:30:00	1.10838	1.10853	1.10832	1.10832	263	0	0
2019.12.05	08:00:00	1.10832	1.10834	1.10812	1.10812	279	0	0
2019.12.05	08:30:00	1.10813	1.10839	1.10806	1.10824	384	0	0
2019.12.05	09:00:00	1.10824	1.10853	1.10805	1.10847	1368	0	0
2019.12.05	09:30:00	1.10847	1.10853	1.10798	1.10798	937	0	0
2019.12.05	10:00:00	1.10798	1.10879	1.10793	1.10857	1223	0	0
2019.12.05	10:30:00	1.10858	1.10912	1.10856	1.10892	1091	0	0
2019.12.05	11:00:00	1.10892	1.10930	1.10891	1.10918	707	0	0
2019.12.05	11:30:00	1.10918	1.10930	1.10894	1.10922	615	0	0
2019.12.05	12:00:00	1.10922	1.10922	1.10848	1.10904	789	0	0
2019.12.05	12:30:00	1.10904	1.10923	1.10874	1.10888	750	0	0
2019.12.05	13:00:00	1.10888	1.10916	1.10846	1.10914	709	0	0
2019.12.05	13:30:00	1.10914	1.10970	1.10906	1.10906	1013	0	0
2019.12.05	14:00:00	1.10906	1.10974	1.10904	1.10935	558	0	0
2019.12.05	14:30:00	1.10935	1.11008	1.10934	1.10964	1032	0	0
2019.12.05	15:00:00	1.10965	1.10970	1.10903	1.10915	1271	0	0
2019.12.05	15:30:00	1.10916	1.10978	1.10890	1.10928	1087	0	0
2019.12.05	16:00:00	1.10928	1.10981	1.10916	1.10976	910	0	0
2019.12.05	16:30:00	1.10976	1.11044	1.10968	1.11000	1446	0	0
2019.12.05	17:00:00	1.11000	1.11038	1.10916	1.10916	1397	0	0
2019.12.05	17:30:00	1.10916	1.10948	1.10902	1.10928	1304	0	0
2019.12.05	18:00:00	1.10928	1.11042	1.10912	1.11042	1477	0	0
2019.12.05	18:30:00	1.11042	1.11047	1.10981	1.11034	1272	0	0
2019.12.05	19:00:00	1.11034	1.11076	1.11010	1.11073	772	0	0
2019.12.05	19:30:00	1.11073	1.11078	1.11010	1.11048	700	0	0
2019.12.05	20:00:00	1.11047	1.11048	1.11001	1.11015	777	0	0
2019.12.05	20:30:00	1.11016	1.11028	1.10992	1.11009	677	0	0
2019.12.05	21:00:00	1.11009	1.11012	1.10961	1.10980	470	0	0
2019.12.05	21:30:00	1.10980	1.11010	1.10961	1.11002	562	0	0
2019.12.05	22:00:00	1.11001	1.11002	1.10961	1.10994	607	0	0
2019.12.05	22:30:00	1.10992	1.11046	1.10986	1.11029	777	0	0
2019.12.05	23:00:00	1.11024	1.11082	1.11019	1.11046	595	0	0
2019.12.05	23:30:00	1.11045	1.11064	1.11032	1.11040	315	0	0
2019.12.06	00:00:00	1.11041	1.11055	1.11032	1.11034	222	0	4
2019.12.06	00:30:00	1.11034	1.11058	1.11034	1.11040	239	0	3
2019.12.06	01:00:00	1.11040	1.11059	1.11040	1.11050	249	0	0
2019.12.06	01:30:00	1.11050	1.11055	1.11040	1.11040	113	0	0
2019.12.06	02:00:00	1.11040	1.11056	1.11034	1.11034	376	0	0
2019.12.06	02:30:00	1.11034	1.11048	1.11030	1.11031	302	0	0
2019.12.06	03:00:00	1.11031	1.11054	1.11031	1.11044	244	0	0
2019.12.06	03:30:00	1.11044	1.11072	1.11036	1.11066	344	0	0
2019.12.06	04:00:00	1.11066	1.11084	1.11065	1.11084	328	0	0
2019.12.06	04:30:00	1.11084	1.11086	1.11070	1.11077	259	0	0
2019.12.06	05:00:00	1.11076	1.11090	1.11068	1.11085	267	0	0
2019.12.06	05:30:00	1.11085	1.11087	1.11073	1.11076	222	0	0
2019.12.06	06:00:00	1.11076	1.11079	1.11068	1.11070	177	0	0
2019.12.06	06:30:00	1.11070	1.11076	1.11061	1.11072	189	0	0
2019.12.06	07:00:00	1.11072	1.11076	1.11060	1.11064	217	0	0
2019.12.06	07:30:00	1.11064	1.11072	1.11060	1.11064	227	0	0
2019.12.06	08:00:00	1.11064	1.11066	1.11030	1.11036	614	0	0
2019.12.06	08:30:00	1.11036	1.11053	1.11031	1.11044	342	0	0
2019.12.06	09:00:00	1.11043	1.11055	1.11014	1.11040	633	0	0
2019.12.06	09:30:00	1.11040	1.11072	1.11027	1.11070	610	0	0
2019.12.06	10:00:00	1.11070	1.11097	1.11054	1.11066	905	0	0
2019.12.06	10:30:00	1.11065	1.11078	1.11056	1.11075	787	0	0
2019.12.06	11:00:00	1.11075	1.11089	1.11014	1.11025	739	0	0
2019.12.06	11:30:00	1.11024	1.11046	1.10952	1.10966	761	0	0
2019.12.06	12:00:00	1.10966	1.11010	1.10961	1.11008	658	0	0
2019.12.06	12:30:00	1.11008	1.11015	1.10925	1.10937	859	0	0
2019.12.06	13:00:00	1.10936	1.10976	1.10928	1.10966	588	0	0
2019.12.06	13:30:00	1.10966	1.10974	1.10908	1.10934	594	0	0
2019.12.06	14:00:00	1.10934	1.10950	1.10916	1.10941	645	0	0
2019.12.06	14:30:00	1.10941	1.10970	1.10884	1.10898	801	0	0
2019.12.06	15:00:00	1.10900	1.10972	1.10898	1.10962	1260	0	0
2019.12.06	15:30:00	1.10975	1.10977	1.10691	1.10781	3811	0	0
2019.12.06	16:00:00	1.10781	1.10791	1.10684	1.10750	1547	0	0
2019.12.06	16:30:00	1.10750	1.10785	1.10569	1.10573	1779	0	0
2019.12.06	17:00:00	1.10575	1.10656	1.10531	1.10590	2351	0	0
2019.12.06	17:30:00	1.10590	1.10596	1.10398	1.10504	1838	0	0
2019.12.06	18:00:00	1.10504	1.10506	1.10460	1.10495	1146	0	0
2019.12.06	18:30:00	1.10495	1.10532	1.10472	1.10515	786	0	0
2019.12.06	19:00:00	1.10515	1.10536	1.10498	1.10524	584	0	0
2019.12.06	19:30:00	1.10524	1.10557	1.10496	1.10548	502	0	0
2019.12.06	20:00:00	1.10548	1.10567	1.10532	1.10567	590	0	0
2019.12.06	20:30:00	1.10566	1.10567	1.10504	1.10524	380	0	0
2019.12.06	21:00:00	1.10524	1.10550	1.10522	1.10546	399	0	0
2019.12.06	21:30:00	1.10547	1.10572	1.10546	1.10558	450	0	0
2019.12.06	22:00:00	1.10560	1.10571	1.10539	1.10570	342	0	0
2019.12.06	22:30:00	1.10570	1.10602	1.10564	1.10598	399	0	0
2019.12.06	23:00:00	1.10600	1.10602	1.10568	1.10584	351	0	0
2019.12.06	23:30:00	1.10584	1.10608	1.10581	1.10601	416	0	0
2019.12.09	00:00:00	1.10492	1.10586	1.10492	1.10570	248	0	3
2019.12.09	00:30:00	1.10570	1.10576	1.10562	1.10574	184	0	4
2019.12.09	01:00:00	1.10576	1.10607	1.10573	1.10604	292	0	0
2019.12.09	01:30:00	1.10604	1.10604	1.10582	1.10584	284	0	0
2019.12.09	02:00:00	1.10584	1.10592	1.10544	1.10582	521	0	0
2019.12.09	02:30:00	1.10583	1.10598	1.10562	1.10565	276	0	0
2019.12.09	03:00:00	1.10564	1.10578	1.10550	1.10572	448	0	0
2019.12.09	03:30:00	1.10572	1.10588	1.10568	1.10572	251	0	0
2019.12.09	04:00:00	1.10572	1.10572	1.10545	1.10556	304	0	0
2019.12.09	04:30:00	1.10557	1.10562	1.10540	1.10542	302	0	0
2019.12.09	05:00:00	1.10542	1.10550	1.10534	1.10538	214	0	0
2019.12.09	05:30:00	1.10538	1.10552	1.10537	1.10546	179	0	0
2019.12.09	06:00:00	1.10546	1.10552	1.10546	1.10551	157	0	0
2019.12.09	06:30:00	1.10550	1.10572	1.10549	1.10568	246	0	0
2019.12.09	07:00:00	1.10568	1.10578	1.10560	1.10576	234	0	0
2019.12.09	07:30:00	1.10576	1.10600	1.10575	1.10590	209	0	0
2019.12.09	08:00:00	1.10590	1.10630	1.10586	1.10622	424	0	0
2019.12.09	08:30:00	1.10621	1.10638	1.10604	1.10618	650	0	0
2019.12.09	09:00:00	1.10616	1.10644	1.10612	1.10628	633	0	0
2019.12.09	09:30:00	1.10628	1.10658	1.10618	1.10656	732	0	0
2019.12.09	10:00:00	1.10656	1.10693	1.10640	1.10651	898	0	0
2019.12.09	10:30:00	1.10652	1.10659	1.10616	1.10638	733	0	0
2019.12.09	11:00:00	1.10638	1.10692	1.10637	1.10682	681	0	0
2019.12.09	11:30:00	1.10683	1.10688	1.10646	1.10654	604	0	0
2019.12.09	12:00:00	1.10654	1.10656	1.10616	1.10616	549	0	0
2019.12.09	12:30:00	1.10616	1.10740	1.10610	1.10706	714	0	0
2019.12.09	13:00:00	1.10706	1.10746	1.10686	1.10736	686	0	0
2019.12.09	13:30:00	1.10736	1.10747	1.10712	1.10733	656	0	0
2019.12.09	14:00:00	1.10733	1.10758	1.10730	1.10738	555	0	0
2019.12.09	14:30:00	1.10738	1.10780	1.10715	1.10779	733	0	0
2019.12.09	15:00:00	1.10779	1.10780	1.10704	1.10704	715	0	0
2019.12.09	15:30:00	1.10704	1.10767	1.10704	1.10752	902	0	0
2019.12.09	16:00:00	1.10752	1.10770	1.10718	1.10724	656	0	0
2019.12.09	16:30:00	1.10724	1.10738	1.10684	1.10724	884	0	0
2019.12.09	17:00:00	1.10724	1.10750	1.10682	1.10736	824	0	0
2019.12.09	17:30:00	1.10736	1.10756	1.10656	1.10691	1188	0	0
2019.12.09	18:00:00	1.10692	1.10748	1.10686	1.10718	1093	0	0
2019.12.09	18:30:00	1.10718	1.10726	1.10664	1.10668	655	0	0
2019.12.09	19:00:00	1.10669	1.10676	1.10620	1.10624	705	0	0
2019.12.09	19:30:00	1.10623	1.10640	1.10552	1.10568	669	0	0
2019.12.09	20:00:00	1.10568	1.10604	1.10556	1.10597	601	0	0
2019.12.09	20:30:00	1.10597	1.10617	1.10596	1.10613	398	0	0
2019.12.09	21:00:00	1.10613	1.10626	1.10606	1.10617	495	0	0
2019.12.09	21:30:00	1.10617	1.10652	1.10609	1.10640	501	0	0
2019.12.09	22:00:00	1.10641	1.10650	1.10621	1.10636	425	0	0
2019.12.09	22:30:00	1.10636	1.10654	1.10636	1.10650	364	0	0
2019.12.09	23:00:00	1.10650	1.10654	1.10630	1.10646	231	0	0
2019.12.09	23:30:00	1.10646	1.10658	1.10639	1.10641	285	0	0
2019.12.10	00:00:00	1.10634	1.10641	1.10631	1.10635	154	0	2
2019.12.10	00:30:00	1.10635	1.10658	1.10633	1.10647	376	0	4
2019.12.10	01:00:00	1.10649	1.10655	1.10640	1.10646	287	0	0
2019.12.10	01:30:00	1.10646	1.10647	1.10629	1.10645	258	0	0
2019.12.10	02:00:00	1.10645	1.10654	1.10630	1.10643	372	0	0
2019.12.10	02:30:00	1.10643	1.10655	1.10639	1.10643	374	0	0
2019.12.10	03:00:00	1.10643	1.10658	1.10632	1.10651	292	0	0
2019.12.10	03:30:00	1.10651	1.10684	1.10642	1.10678	381	0	0
2019.12.10	04:00:00	1.10678	1.10710	1.10671	1.10709	339	0	0
2019.12.10	04:30:00	1.10709	1.10710	1.10684	1.10700	243	0	0
2019.12.10	05:00:00	1.10700	1.10704	1.10682	1.10682	337	0	0
2019.12.10	05:30:00	1.10682	1.10684	1.10672	1.10676	288	0	0
2019.12.10	06:00:00	1.10676	1.10692	1.10665	1.10688	215	0	0
2019.12.10	06:30:00	1.10687	1.10692	1.10668	1.10668	318	0	0
2019.12.10	07:00:00	1.10668	1.10687	1.10666	1.10668	223	0	0
2019.12.10	07:30:00	1.10667	1.10673	1.10658	1.10672	276	0	0
2019.12.10	08:00:00	1.10672	1.10674	1.10666	1.10667	238	0	0
2019.12.10	08:30:00	1.10667	1.10673	1.10652	1.10652	239	0	0
2019.12.10	09:00:00	1.10652	1.10716	1.10652	1.10712	483	0	0
2019.12.10	09:30:00	1.10712	1.10724	1.10688	1.10702	565	0	0
2019.12.10	10:00:00	1.10702	1.10750	1.10694	1.10722	842	0	0
2019.12.10	10:30:00	1.10722	1.10758	1.10712	1.10737	927	0	0
2019.12.10	11:00:00	1.10736	1.10778	1.10724	1.10738	1145	0	0
2019.12.10	11:30:00	1.10738	1.10782	1.10737	1.10770	917	0	0
2019.12.10	12:00:00	1.10769	1.10798	1.10716	1.10717	1127	0	1
2019.12.10	12:30:00	1.10717	1.10770	1.10699	1.10768	955	0	0
2019.12.10	13:00:00	1.10768	1.10845	1.10758	1.10835	1029	0	0
2019.12.10	13:30:00	1.10835	1.10844	1.10807	1.10842	769	0	0
2019.12.10	14:00:00	1.10841	1.10848	1.10801	1.10808	663	0	0
2019.12.10	14:30:00	1.10808	1.10824	1.10739	1.10758	739	0	0
2019.12.10	15:00:00	1.10758	1.10790	1.10756	1.10772	700	0	0
2019.12.10	15:30:00	1.10772	1.10814	1.10742	1.10786	1537	0	0
2019.12.10	16:00:00	1.10786	1.10844	1.10768	1.10782	1045	0	0
2019.12.10	16:30:00	1.10782	1.10834	1.10745	1.10806	1502	0	0
2019.12.10	17:00:00	1.10806	1.10806	1.10740	1.10774	1234	0	0
2019.12.10	17:30:00	1.10774	1.10912	1.10770	1.10899	1450	0	0
2019.12.10	18:00:00	1.10898	1.10968	1.10887	1.10954	1747	0	0
2019.12.10	18:30:00	1.10954	1.10954	1.10886	1.10897	910	0	0
2019.12.10	19:00:00	1.10897	1.10904	1.10848	1.10862	808	0	0
2019.12.10	19:30:00	1.10862	1.10908	1.10852	1.10868	777	0	0
2019.12.10	20:00:00	1.10868	1.10934	1.10846	1.10896	685	0	0
2019.12.10	20:30:00	1.10896	1.10943	1.10890	1.10901	495	0	0
2019.12.10	21:00:00	1.10901	1.10973	1.10897	1.10961	701	0	0
2019.12.10	21:30:00	1.10962	1.10978	1.10948	1.10958	689	0	0
2019.12.10	22:00:00	1.10957	1.10963	1.10932	1.10950	536	0	0
2019.12.10	22:30:00	1.10950	1.10967	1.10918	1.10958	613	0	0
2019.12.10	23:00:00	1.10958	1.10969	1.10937	1.10966	357	0	0
2019.12.10	23:30:00	1.10966	1.10967	1.10930	1.10935	527	0	0
2019.12.11	00:00:00	1.10923	1.10937	1.10867	1.10897	506	0	2
2019.12.11	00:30:00	1.10898	1.10934	1.10893	1.10933	352	0	2
2019.12.11	01:00:00	1.10933	1.10960	1.10915	1.10942	577	0	0
2019.12.11	01:30:00	1.10942	1.10942	1.10918	1.10924	307	0	0
2019.12.11	02:00:00	1.10924	1.10936	1.10910	1.10912	415	0	0
2019.12.11	02:30:00	1.10912	1.10924	1.10904	1.10918	455	0	0
2019.12.11	03:00:00	1.10918	1.10938	1.10911	1.10919	424	0	0
2019.12.11	03:30:00	1.10919	1.10960	1.10910	1.10954	437	0	0
2019.12.11	04:00:00	1.10954	1.10956	1.10918	1.10922	285	0	0
2019.12.11	04:30:00	1.10923	1.10935	1.10915	1.10930	237	0	0
2019.12.11	05:00:00	1.10930	1.10942	1.10922	1.10928	236	0	0
2019.12.11	05:30:00	1.10928	1.10934	1.10917	1.10925	176	0	0
2019.12.11	06:00:00	1.10926	1.10926	1.10911	1.10914	213	0	0
2019.12.11	06:30:00	1.10914	1.10915	1.10894	1.10897	217	0	0
2019.12.11	07:00:00	1.10898	1.10904	1.10884	1.10895	224	0	0
2019.12.11	07:30:00	1.10895	1.10910	1.10881	1.10896	315	0	0
2019.12.11	08:00:00	1.10896	1.10896	1.10880	1.10896	385	0	0
