<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.11.16	01:36:00	1.18462	1.18462	1.18448	1.18449	83	0	0
2020.11.16	01:40:00	1.18449	1.18462	1.18446	1.18460	105	0	0
2020.11.16	01:44:00	1.18460	1.18489	1.18457	1.18483	117	0	0
2020.11.16	01:48:00	1.18483	1.18483	1.18448	1.18449	124	0	0
2020.11.16	01:52:00	1.18449	1.18475	1.18446	1.18468	135	0	0
2020.11.16	01:56:00	1.18468	1.18468	1.18448	1.18448	84	0	0
2020.11.16	02:00:00	1.18448	1.18454	1.18406	1.18408	221	0	0
2020.11.16	02:04:00	1.18408	1.18410	1.18374	1.18386	182	0	0
2020.11.16	02:08:00	1.18386	1.18402	1.18383	1.18385	149	0	0
2020.11.16	02:12:00	1.18385	1.18398	1.18382	1.18394	120	0	0
2020.11.16	02:16:00	1.18394	1.18410	1.18390	1.18406	94	0	0
2020.11.16	02:20:00	1.18407	1.18418	1.18407	1.18410	79	0	0
2020.11.16	02:24:00	1.18410	1.18413	1.18399	1.18410	106	0	0
2020.11.16	02:28:00	1.18410	1.18428	1.18403	1.18413	120	0	0
